run_id,config_key,validation_gate,waypoint_index,t,gt_x,gt_y,gt_yaw,ref_x,ref_y,ref_yaw,distance_error,yaw_error
hw4_c_ekf_prediction_only_gate_5p0_20260623_091256,c,5.0,3,466.939,2.2333202883972616,-1.5461641707690597,-2.6986703311898657,2.25,-1.55,-2.75,0.017115091733305516,0.05132966881013434
hw4_c_ekf_prediction_only_gate_5p0_20260623_091256,c,5.0,4,476.53900000000004,0.3552326101759276,-1.615391788409922,3.1274653304930378,0.35,-1.62,3.1,0.0069725048090446854,0.02746533049303768
hw4_c_ekf_prediction_only_gate_5p0_20260623_091256,c,5.0,5,485.73900000000003,-1.0486282616634481,-0.5870242016945244,2.2603202065553925,-1.05,-0.58,2.2,0.007156890072463478,0.060320206555392275
hw4_c_ekf_prediction_only_gate_5p0_20260623_091256,c,5.0,6,494.939,-2.125639492265299,0.5537913715191306,1.3969692426887046,-2.12,0.55,1.35,0.006795466945430474,0.046969242688704504
hw4_c_ekf_prediction_only_gate_5p0_20260623_091256,c,5.0,7,500.639,-1.7029228888314276,1.2737413429112807,0.26875290648747874,-1.65,1.25,0.2,0.05800416817345694,0.06875290648747873
hw4_c_ekf_prediction_only_gate_5p0_20260623_091256,c,5.0,8,508.639,-0.30449511378223404,1.576909146833406,-0.0879245507525235,-0.25,1.55,-0.15,0.060776801572972196,0.06207544924747649
hw4_c_ekf_prediction_only_gate_5p0_20260623_091256,c,5.0,9,516.339,0.07816775987088308,0.23127614323636755,-1.4954607308990189,0.1,0.15,-1.57,0.08415734173816304,0.07453926910098119
hw4_b_ekf_corrected_gate_2p0_20260623_091431,b,2.0,0,446.439,0.544394026326739,0.9287113558980717,1.2378029306699294,0.55,0.95,1.3,0.022014388670227918,0.06219706933007063
hw4_b_ekf_corrected_gate_2p0_20260623_091431,b,2.0,1,452.53900000000004,1.5180048592557713,0.5790110560695029,-0.5470296595660167,1.55,0.55,-0.6499999999999999,0.0431894710029058,0.10297034043398323
hw4_b_ekf_corrected_gate_2p0_20260623_091431,b,2.0,2,460.439,2.544502191303268,-0.3093751681112421,-1.4668914201182102,2.55,-0.35,-1.57,0.04099515662191937,0.1031085798817899
hw4_b_ekf_corrected_gate_2p0_20260623_091431,b,2.0,3,468.139,2.287329858437637,-1.534581237014141,-2.6644617895299283,2.25,-1.55,-2.75,0.04038881754877366,0.08553821047007171
hw4_b_ekf_corrected_gate_2p0_20260623_091431,b,2.0,4,477.83900000000006,0.39077601282598123,-1.628183973346151,-3.071876999386689,0.35,-1.62,3.1,0.04158918900044933,0.11130830779289737
hw4_b_ekf_corrected_gate_2p0_20260623_091431,b,2.0,5,486.83900000000006,-1.0280072192280987,-0.6053529027313278,2.2884361885055395,-1.05,-0.58,2.2,0.033562659057129025,0.08843618850553936
hw4_b_ekf_corrected_gate_2p0_20260623_091431,b,2.0,6,495.939,-2.1293659170527524,0.5190773527594063,1.4064975129859676,-2.12,0.55,1.35,0.03230991356542506,0.056497512985967495
hw4_b_ekf_corrected_gate_2p0_20260623_091431,b,2.0,7,501.639,-1.6941455764416935,1.2380614601869242,0.28227422499840965,-1.65,1.25,0.2,0.04573139678861567,0.08227422499840964
hw4_b_ekf_corrected_gate_2p0_20260623_091431,b,2.0,8,509.53900000000004,-0.28873789932660804,1.5613520492218866,-0.04821474242011409,-0.25,1.55,-0.15,0.040366989803235956,0.10178525757988591
hw4_b_ekf_corrected_gate_2p0_20260623_091431,b,2.0,9,517.239,0.10694444278957012,0.19711625683893869,-1.5040463803693485,0.1,0.15,-1.57,0.047625276315948546,0.0659536196306516
hw4_b_ekf_corrected_gate_10p0_20260623_091610,b,10.0,0,448.139,0.5528915137186641,0.8875539405931346,1.1841794094529312,0.55,0.95,1.3,0.06251296815086431,0.11582059054706884
hw4_b_ekf_corrected_gate_10p0_20260623_091610,b,10.0,1,454.139,1.5108773876159283,0.5946984735511586,-0.5262066530426711,1.55,0.55,-0.6499999999999999,0.05940145063513133,0.1237933469573288
hw4_b_ekf_corrected_gate_10p0_20260623_091610,b,10.0,2,462.03900000000004,2.5516873771946447,-0.3034250347254343,-1.446672014333267,2.55,-0.35,-1.57,0.04660552147679506,0.12332798566673309
hw4_b_ekf_corrected_gate_10p0_20260623_091610,b,10.0,3,469.23900000000003,2.198100346947303,-1.4724632754955362,-2.648630550071862,2.25,-1.55,-2.75,0.09330336346494393,0.10136944992813789
hw4_b_ekf_corrected_gate_10p0_20260623_091610,b,10.0,4,478.53900000000004,0.39758659984765043,-1.6395250238604515,-3.134285191125823,0.35,-1.62,3.1,0.051436475791130976,0.048900116053763897
hw4_b_ekf_corrected_gate_10p0_20260623_091610,b,10.0,5,488.83900000000006,-1.0557804164236861,-0.6022753985056474,2.108235355101704,-1.05,-0.58,2.2,0.023013183017927333,0.09176464489829604
hw4_b_ekf_corrected_gate_10p0_20260623_091610,b,10.0,6,497.83900000000006,-2.194362130272352,0.526135470251387,1.181826640802703,-2.12,0.55,1.35,0.07809764528309841,0.16817335919729715
hw4_b_ekf_corrected_gate_10p0_20260623_091610,b,10.0,7,505.53900000000004,-1.5809246930049976,1.1935027642231129,0.26246220673796244,-1.65,1.25,0.2,0.08923752398449315,0.062462206737962434
hw4_b_ekf_corrected_gate_10p0_20260623_091610,b,10.0,8,513.9390000000001,-0.2769939732156863,1.5251692217741062,-0.052913280688081946,-0.25,1.55,-0.15,0.03667754268312852,0.09708671931191805
hw4_b_ekf_corrected_gate_10p0_20260623_091610,b,10.0,9,522.339,0.10609434210671956,0.16583366731367177,-1.4701285079163244,0.1,0.15,-1.57,0.016966025648742045,0.09987149208367563
