label,start_s,end_s,observation_mean,association_mean,mean_mahalanobis,max_mahalanobis,mean_abs_alpha,mean_abs_radius
početak,0.0,15.700000000000045,12.08974358974359,10.397435897435898,1.0609947843998593,21.9067798243179,0.014322751438632942,0.013738780154578998
WP4--WP8,31.200000000000045,65.0,7.562130177514793,5.958579881656805,1.1838357375610389,24.20797734615657,0.023011584795789304,0.012835079640259399
kraj,73.0,81.5,11.904761904761905,9.619047619047619,0.5798202992033331,12.286404427783838,0.010778668638621827,0.011665910572543991
